countries, product, quantity, price
MA,Product-984,362,50.48
NG,Product-985,209,99.58
GH,Product-986,860,77.38
KE,Product-987,958,2.58
ZA,Product-988,81,83.91
MA,Product-989,217,72.87
NG,Product-990,539,50.39
GH,Product-991,990,68.57
KE,Product-992,244,49.17
ZA,Product-993,297,6.34
MA,Product-994,744,86.40
NG,Product-995,692,81.59
GH,Product-996,398,91.05
KE,Product-997,81,22.47
ZA,Product-998,179,85.98
MA,Product-999,455,50.28
NG,Product-1000,513,83.49
GH,Product-1001,809,92.50
KE,Product-1002,976,40.03
ZA,Product-1003,260,93.75
MA,Product-1004,138,39.90
NG,Product-1005,566,0.28
GH,Product-1006,398,65.10
KE,Product-1007,451,28.19
ZA,Product-1008,534,16.58
MA,Product-1009,474,34.37
NG,Product-1010,44,67.41
GH,Product-1011,389,12.83
KE,Product-1012,715,52.59
ZA,Product-1013,393,42.65
MA,Product-1014,517,56.73
NG,Product-1015,771,61.20
GH,Product-1016,885,50.23
KE,Product-1017,701,73.04
ZA,Product-1018,384,59.78
MA,Product-1019,605,30.27
NG,Product-1020,264,80.01
GH,Product-1021,879,45.12
KE,Product-1022,916,68.64
ZA,Product-1023,114,51.42
MA,Product-1024,505,63.37
NG,Product-1025,798,84.96
GH,Product-1026,35,46.99
KE,Product-1027,931,97.98
ZA,Product-1028,418,37.75
MA,Product-1029,679,39.83
NG,Product-1030,595,30.01
GH,Product-1031,121,28.18
KE,Product-1032,299,90.27
ZA,Product-1033,442,15.22
MA,Product-1034,74,75.05
NG,Product-1035,967,97.92
GH,Product-1036,965,17.43
KE,Product-1037,567,4.96
ZA,Product-1038,701,54.70
MA,Product-1039,943,49.70
NG,Product-1040,805,21.91
GH,Product-1041,295,28.73
KE,Product-1042,924,59.54
ZA,Product-1043,701,25.04
MA,Product-1044,71,24.75
NG,Product-1045,99,2.85
GH,Product-1046,941,75.51
KE,Product-1047,456,36.28
ZA,Product-1048,510,24.95
MA,Product-1049,776,77.60
NG,Product-1050,911,62.36
GH,Product-1051,403,52.00
KE,Product-1052,52,23.11
ZA,Product-1053,9,54.51
MA,Product-1054,731,0.89
NG,Product-1055,988,38.56
GH,Product-1056,248,84.70
KE,Product-1057,120,29.16
ZA,Product-1058,36,39.92
MA,Product-1059,632,30.55
NG,Product-1060,57,86.05
GH,Product-1061,671,30.33
KE,Product-1062,743,64.89
ZA,Product-1063,683,45.28
MA,Product-1064,673,98.20
NG,Product-1065,294,22.73
GH,Product-1066,656,27.43
KE,Product-1067,600,49.77
ZA,Product-1068,42,85.22
MA,Product-1069,943,18.18
NG,Product-1070,800,97.70
GH,Product-1071,36,76.33
KE,Product-1072,828,7.74
ZA,Product-1073,273,54.95
MA,Product-1074,619,41.63
NG,Product-1075,506,37.29
GH,Product-1076,250,68.87
KE,Product-1077,2,27.31
ZA,Product-1078,855,37.13
MA,Product-1079,255,40.05
NG,Product-1080,519,6.28
GH,Product-1081,87,19.11
KE,Product-1082,848,67.36
ZA,Product-1083,276,63.79
MA,Product-1084,206,40.67
NG,Product-1085,735,13.81
GH,Product-1086,942,58.22
KE,Product-1087,806,39.97
ZA,Product-1088,668,49.16
MA,Product-1089,845,70.05
NG,Product-1090,342,56.13
GH,Product-1091,418,52.75
KE,Product-1092,875,36.12
ZA,Product-1093,918,37.81
MA,Product-1094,984,38.87
NG,Product-1095,496,31.94
GH,Product-1096,411,6.07
KE,Product-1097,219,97.16
ZA,Product-1098,577,86.44
MA,Product-1099,522,75.64
NG,Product-1100,117,95.84
GH,Product-1101,557,6.75
KE,Product-1102,211,58.20
ZA,Product-1103,957,60.11
MA,Product-1104,413,40.04
NG,Product-1105,668,29.32
GH,Product-1106,227,62.49
KE,Product-1107,775,80.99
ZA,Product-1108,125,59.50
MA,Product-1109,880,15.08
NG,Product-1110,358,55.69
GH,Product-1111,630,29.49
KE,Product-1112,898,71.06
ZA,Product-1113,705,27.26
MA,Product-1114,641,93.09
NG,Product-1115,584,90.27
GH,Product-1116,102,48.26
KE,Product-1117,567,91.00
ZA,Product-1118,690,57.15
MA,Product-1119,124,4.35
NG,Product-1120,475,33.58
GH,Product-1121,626,75.40
KE,Product-1122,416,67.94
ZA,Product-1123,160,38.37
MA,Product-1124,743,41.81
NG,Product-1125,879,8.35
GH,Product-1126,112,71.14
KE,Product-1127,215,70.03
ZA,Product-1128,881,25.78
MA,Product-1129,420,24.35
NG,Product-1130,441,38.82
GH,Product-1131,735,30.42
KE,Product-1132,520,36.83
ZA,Product-1133,291,60.55
MA,Product-1134,679,69.78
NG,Product-1135,564,3.21
GH,Product-1136,881,58.20
KE,Product-1137,377,24.94
ZA,Product-1138,973,80.22
MA,Product-1139,763,77.70
NG,Product-1140,641,96.34
GH,Product-1141,265,33.80
KE,Product-1142,254,52.84
ZA,Product-1143,591,83.48
MA,Product-1144,926,82.07
NG,Product-1145,921,38.63
GH,Product-1146,468,20.73
KE,Product-1147,306,97.64
ZA,Product-1148,352,7.10
MA,Product-1149,776,83.66
NG,Product-1150,994,35.61
GH,Product-1151,171,92.23
KE,Product-1152,153,16.79
ZA,Product-1153,79,10.95
MA,Product-1154,922,89.50
NG,Product-1155,220,2.87
GH,Product-1156,262,95.16
KE,Product-1157,783,40.00
ZA,Product-1158,14,68.16
MA,Product-1159,418,92.86
NG,Product-1160,750,61.03
GH,Product-1161,443,10.61
KE,Product-1162,526,65.09
ZA,Product-1163,706,28.13
MA,Product-1164,548,51.30
NG,Product-1165,464,2.63
GH,Product-1166,930,9.27
KE,Product-1167,119,24.18
ZA,Product-1168,745,88.51
MA,Product-1169,758,56.26
NG,Product-1170,178,0.08
GH,Product-1171,950,22.82
KE,Product-1172,682,79.96
ZA,Product-1173,550,98.82
MA,Product-1174,350,52.12
NG,Product-1175,635,77.58
GH,Product-1176,789,73.78
KE,Product-1177,460,79.34
ZA,Product-1178,324,32.02
MA,Product-1179,773,61.24
NG,Product-1180,346,28.08
GH,Product-1181,32,84.13
KE,Product-1182,664,85.15
ZA,Product-1183,127,4.21
MA,Product-1184,578,76.21
NG,Product-1185,90,14.25
GH,Product-1186,407,99.79
KE,Product-1187,200,23.46
ZA,Product-1188,656,66.74
MA,Product-1189,667,63.47
NG,Product-1190,261,24.94
GH,Product-1191,876,93.10
KE,Product-1192,694,39.95
ZA,Product-1193,283,44.60
MA,Product-1194,735,4.77
NG,Product-1195,869,7.50
GH,Product-1196,543,39.66
KE,Product-1197,937,3.37
ZA,Product-1198,692,59.56
MA,Product-1199,33,83.89
NG,Product-1200,180,61.20
GH,Product-1201,40,89.75
KE,Product-1202,657,52.20
ZA,Product-1203,759,75.94
MA,Product-1204,642,25.58
NG,Product-1205,676,98.66
GH,Product-1206,559,28.11
KE,Product-1207,608,21.11
ZA,Product-1208,8,17.10
MA,Product-1209,3,18.25
NG,Product-1210,402,16.29
GH,Product-1211,189,20.72
KE,Product-1212,956,32.79
ZA,Product-1213,215,32.29
MA,Product-1214,597,31.12
NG,Product-1215,919,18.17
GH,Product-1216,492,35.38
KE,Product-1217,345,14.73
ZA,Product-1218,3,83.53
MA,Product-1219,586,57.98
NG,Product-1220,224,39.17
GH,Product-1221,200,53.68
KE,Product-1222,790,49.25
ZA,Product-1223,591,87.46
MA,Product-1224,526,76.99
NG,Product-1225,107,31.98
GH,Product-1226,384,36.84
KE,Product-1227,923,80.96
ZA,Product-1228,622,80.52
MA,Product-1229,498,96.72
NG,Product-1230,554,82.06
GH,Product-1231,766,89.34
KE,Product-1232,155,77.43
ZA,Product-1233,2,95.44
MA,Product-1234,93,77.86
NG,Product-1235,715,76.58
GH,Product-1236,477,69.50
KE,Product-1237,433,63.91
ZA,Product-1238,339,80.88
MA,Product-1239,265,21.78
NG,Product-1240,785,45.66
GH,Product-1241,817,40.55
KE,Product-1242,103,85.85
ZA,Product-1243,931,5.45
MA,Product-1244,975,75.85
NG,Product-1245,445,98.78
GH,Product-1246,900,8.71
KE,Product-1247,675,97.95
ZA,Product-1248,959,40.28
MA,Product-1249,510,55.30
NG,Product-1250,659,4.22
GH,Product-1251,960,61.79
KE,Product-1252,114,56.64
ZA,Product-1253,988,74.27
MA,Product-1254,885,66.94
NG,Product-1255,965,8.73
GH,Product-1256,411,66.75
KE,Product-1257,612,80.18
ZA,Product-1258,386,50.07
MA,Product-1259,444,94.49
NG,Product-1260,145,64.95
GH,Product-1261,588,56.40
KE,Product-1262,33,1.70
ZA,Product-1263,502,58.33
MA,Product-1264,395,60.34
NG,Product-1265,939,54.63
GH,Product-1266,263,47.47
KE,Product-1267,420,35.21
ZA,Product-1268,643,29.80
MA,Product-1269,411,25.61
NG,Product-1270,890,9.27
GH,Product-1271,593,95.17
KE,Product-1272,627,61.36
ZA,Product-1273,589,14.04
MA,Product-1274,815,14.40
NG,Product-1275,295,34.95
GH,Product-1276,686,66.54
KE,Product-1277,832,21.65
ZA,Product-1278,451,0.70
MA,Product-1279,979,36.02
NG,Product-1280,824,58.76
GH,Product-1281,36,77.59
KE,Product-1282,818,17.28
ZA,Product-1283,320,6.19
MA,Product-1284,83,75.54
NG,Product-1285,693,74.36
GH,Product-1286,51,10.24
KE,Product-1287,747,80.85
ZA,Product-1288,69,88.23
MA,Product-1289,634,52.95
NG,Product-1290,912,75.54
GH,Product-1291,520,31.55
KE,Product-1292,975,19.64
ZA,Product-1293,197,21.86
MA,Product-1294,445,94.01
NG,Product-1295,871,28.72
GH,Product-1296,680,80.33
KE,Product-1297,329,7.11
ZA,Product-1298,840,64.30
MA,Product-1299,223,37.97
NG,Product-1300,694,39.59
GH,Product-1301,65,99.61
KE,Product-1302,812,25.84
ZA,Product-1303,448,87.38
MA,Product-1304,683,65.72
NG,Product-1305,28,4.92
GH,Product-1306,979,51.64
KE,Product-1307,733,99.25
ZA,Product-1308,752,18.65
MA,Product-1309,356,39.56
NG,Product-1310,691,52.95
GH,Product-1311,393,26.06
KE,Product-1312,444,85.78
ZA,Product-1313,921,89.48
MA,Product-1314,261,40.29
NG,Product-1315,624,30.20
GH,Product-1316,598,51.96
KE,Product-1317,372,57.20
ZA,Product-1318,316,20.47
MA,Product-1319,210,24.03
NG,Product-1320,136,20.71
GH,Product-1321,79,8.71
KE,Product-1322,202,59.05
ZA,Product-1323,440,20.23
MA,Product-1324,697,4.27
NG,Product-1325,401,31.53
GH,Product-1326,432,60.93
KE,Product-1327,288,80.59
ZA,Product-1328,812,80.62
MA,Product-1329,577,88.17
NG,Product-1330,764,53.23
GH,Product-1331,720,60.61
KE,Product-1332,144,46.63
ZA,Product-1333,135,30.65
MA,Product-1334,12,50.89
NG,Product-1335,181,51.96
GH,Product-1336,618,97.43
KE,Product-1337,647,32.67
ZA,Product-1338,928,79.00
MA,Product-1339,552,100.00
NG,Product-1340,100,35.55
GH,Product-1341,145,58.97
KE,Product-1342,150,59.11
ZA,Product-1343,50,92.40
MA,Product-1344,982,68.46
NG,Product-1345,641,32.99
GH,Product-1346,441,94.30
KE,Product-1347,44,90.90
ZA,Product-1348,214,82.79
MA,Product-1349,953,44.08
NG,Product-1350,808,20.40
GH,Product-1351,250,80.13
KE,Product-1352,355,96.69
ZA,Product-1353,874,55.91
MA,Product-1354,324,63.69
NG,Product-1355,948,28.76
GH,Product-1356,284,42.45
KE,Product-1357,640,12.83
ZA,Product-1358,340,26.50
MA,Product-1359,660,77.67
NG,Product-1360,286,88.44
GH,Product-1361,459,17.47
KE,Product-1362,459,33.92
ZA,Product-1363,943,3.85
MA,Product-1364,470,68.07
NG,Product-1365,225,43.70
GH,Product-1366,332,22.01
KE,Product-1367,208,1.89
ZA,Product-1368,404,91.38
MA,Product-1369,762,92.61
NG,Product-1370,772,88.13
GH,Product-1371,492,73.65
KE,Product-1372,176,78.27
ZA,Product-1373,833,14.60
MA,Product-1374,211,2.44
NG,Product-1375,41,11.33
GH,Product-1376,68,10.99
KE,Product-1377,770,54.06
ZA,Product-1378,767,83.94
MA,Product-1379,381,24.81
NG,Product-1380,841,86.63
GH,Product-1381,625,29.19
KE,Product-1382,630,85.79
ZA,Product-1383,398,94.14
MA,Product-1384,173,93.36
NG,Product-1385,724,42.77
GH,Product-1386,211,77.21
KE,Product-1387,561,77.59
ZA,Product-1388,683,40.89
MA,Product-1389,745,24.05
NG,Product-1390,211,72.26
GH,Product-1391,652,43.55
KE,Product-1392,599,25.92
ZA,Product-1393,543,63.98
MA,Product-1394,255,34.41
NG,Product-1395,431,38.78
GH,Product-1396,626,39.99
KE,Product-1397,305,83.26
ZA,Product-1398,950,43.04
MA,Product-1399,126,51.55
NG,Product-1400,678,41.05
GH,Product-1401,430,82.23
KE,Product-1402,255,74.50
ZA,Product-1403,676,69.69
MA,Product-1404,398,48.35
NG,Product-1405,730,38.40
GH,Product-1406,155,62.31
KE,Product-1407,427,41.78
ZA,Product-1408,209,96.24
MA,Product-1409,715,52.11
NG,Product-1410,381,78.21
GH,Product-1411,20,11.04
KE,Product-1412,710,90.28
ZA,Product-1413,897,59.78
MA,Product-1414,532,19.39
NG,Product-1415,997,39.17
GH,Product-1416,881,59.18
KE,Product-1417,802,66.53
ZA,Product-1418,531,45.41
MA,Product-1419,196,25.23
NG,Product-1420,727,60.99
GH,Product-1421,444,94.95
KE,Product-1422,748,37.36
ZA,Product-1423,145,28.18
MA,Product-1424,467,66.55
NG,Product-1425,77,56.01
GH,Product-1426,185,12.94
KE,Product-1427,241,24.66
ZA,Product-1428,853,8.51
MA,Product-1429,722,64.75
NG,Product-1430,267,59.82
GH,Product-1431,40,15.50
KE,Product-1432,15,35.94
ZA,Product-1433,191,49.84
MA,Product-1434,277,70.89
NG,Product-1435,815,57.91
GH,Product-1436,674,51.06
KE,Product-1437,912,47.10
ZA,Product-1438,294,60.79
MA,Product-1439,953,93.89
NG,Product-1440,572,15.66
GH,Product-1441,523,52.39
KE,Product-1442,72,55.73
ZA,Product-1443,993,71.06
MA,Product-1444,151,90.34
NG,Product-1445,254,29.89
GH,Product-1446,976,97.51
KE,Product-1447,465,47.30
ZA,Product-1448,499,24.08
MA,Product-1449,669,58.82
NG,Product-1450,27,73.02
GH,Product-1451,291,36.83
KE,Product-1452,569,30.06
ZA,Product-1453,344,5.64
MA,Product-1454,731,47.64
NG,Product-1455,933,18.52
GH,Product-1456,716,21.87
KE,Product-1457,232,33.65
ZA,Product-1458,252,57.76
MA,Product-1459,395,59.73
NG,Product-1460,500,0.73
GH,Product-1461,515,22.88
KE,Product-1462,606,8.57
ZA,Product-1463,228,85.53
MA,Product-1464,434,53.62
NG,Product-1465,942,61.43
GH,Product-1466,583,68.79
KE,Product-1467,214,60.91
ZA,Product-1468,954,31.47
MA,Product-1469,422,86.69
NG,Product-1470,125,46.52
GH,Product-1471,998,7.12
KE,Product-1472,336,89.52
ZA,Product-1473,734,4.68
MA,Product-1474,844,17.42
NG,Product-1475,725,19.87
GH,Product-1476,474,48.90
KE,Product-1477,844,47.23
ZA,Product-1478,453,39.57
MA,Product-1479,678,68.51
NG,Product-1480,123,18.14
GH,Product-1481,186,64.02
KE,Product-1482,342,84.97
ZA,Product-1483,378,82.53
MA,Product-1484,497,69.13
NG,Product-1485,571,89.25
GH,Product-1486,739,24.36
KE,Product-1487,218,2.54
ZA,Product-1488,694,26.06
MA,Product-1489,790,79.61
NG,Product-1490,352,43.20
GH,Product-1491,855,5.15
KE,Product-1492,737,4.36
ZA,Product-1493,308,29.17
MA,Product-1494,950,28.53
NG,Product-1495,777,90.97
GH,Product-1496,932,52.78
KE,Product-1497,439,32.79
ZA,Product-1498,11,1.02
MA,Product-1499,690,33.90
NG,Product-1500,589,24.76
GH,Product-1501,205,12.39
KE,Product-1502,908,42.02
ZA,Product-1503,838,55.76
MA,Product-1504,705,97.83
NG,Product-1505,911,12.09
GH,Product-1506,633,87.12
KE,Product-1507,793,12.64
ZA,Product-1508,977,85.55
MA,Product-1509,590,75.39
NG,Product-1510,981,19.52
GH,Product-1511,10,61.18
KE,Product-1512,811,51.02
ZA,Product-1513,183,91.76
MA,Product-1514,616,68.93
NG,Product-1515,289,1.55
GH,Product-1516,882,38.66
KE,Product-1517,430,28.02
ZA,Product-1518,865,73.47
MA,Product-1519,594,35.60
NG,Product-1520,633,77.33
GH,Product-1521,99,43.96
KE,Product-1522,76,36.24
ZA,Product-1523,833,16.45
MA,Product-1524,822,87.61
NG,Product-1525,586,87.11
GH,Product-1526,158,24.16
KE,Product-1527,695,17.26
ZA,Product-1528,954,65.42
MA,Product-1529,564,53.29
NG,Product-1530,973,69.03
GH,Product-1531,586,60.21
KE,Product-1532,385,66.92
ZA,Product-1533,82,54.27
MA,Product-1534,184,73.67
NG,Product-1535,92,38.98
GH,Product-1536,656,55.22
KE,Product-1537,695,2.75
ZA,Product-1538,335,63.48
MA,Product-1539,870,1.86
NG,Product-1540,390,11.99
GH,Product-1541,980,99.17
KE,Product-1542,91,90.70
ZA,Product-1543,878,26.31
MA,Product-1544,554,32.32
NG,Product-1545,522,6.63
GH,Product-1546,229,22.17
KE,Product-1547,354,41.99
ZA,Product-1548,816,34.63
MA,Product-1549,373,13.64
NG,Product-1550,346,66.07
GH,Product-1551,348,79.27
KE,Product-1552,943,74.73
ZA,Product-1553,376,33.45
MA,Product-1554,285,72.76
NG,Product-1555,245,3.34
GH,Product-1556,178,67.59
KE,Product-1557,157,87.79
ZA,Product-1558,775,94.41
MA,Product-1559,332,49.26
NG,Product-1560,545,10.14
GH,Product-1561,939,25.29
KE,Product-1562,536,27.37
ZA,Product-1563,459,24.18
MA,Product-1564,809,25.30
NG,Product-1565,290,0.46
GH,Product-1566,389,90.42
KE,Product-1567,868,4.08
ZA,Product-1568,677,88.89
MA,Product-1569,117,4.65
NG,Product-1570,880,95.78
GH,Product-1571,956,37.91
KE,Product-1572,904,67.69
ZA,Product-1573,328,7.68
MA,Product-1574,989,97.13
NG,Product-1575,767,29.95
GH,Product-1576,111,38.25
KE,Product-1577,895,31.32
ZA,Product-1578,352,89.85
MA,Product-1579,693,26.22
NG,Product-1580,345,32.88
GH,Product-1581,122,83.84
KE,Product-1582,502,3.43
ZA,Product-1583,47,6.95
MA,Product-1584,476,94.47
NG,Product-1585,402,42.98
GH,Product-1586,279,3.67
KE,Product-1587,349,9.02
ZA,Product-1588,508,67.02
MA,Product-1589,714,54.36
NG,Product-1590,62,64.57
GH,Product-1591,549,36.00
KE,Product-1592,597,67.71
ZA,Product-1593,831,26.87
MA,Product-1594,441,22.49
NG,Product-1595,432,41.45
GH,Product-1596,639,20.82
KE,Product-1597,516,97.67
ZA,Product-1598,977,15.83
MA,Product-1599,101,90.42
NG,Product-1600,654,10.65
GH,Product-1601,23,80.74
KE,Product-1602,171,88.12
ZA,Product-1603,337,45.96
MA,Product-1604,704,97.36
NG,Product-1605,504,9.03
GH,Product-1606,969,55.86
KE,Product-1607,454,47.21
ZA,Product-1608,98,28.62
MA,Product-1609,907,25.45
NG,Product-1610,357,4.16
GH,Product-1611,464,65.35
KE,Product-1612,158,48.30
ZA,Product-1613,233,37.48
MA,Product-1614,559,23.30
NG,Product-1615,697,53.87
GH,Product-1616,159,93.91
KE,Product-1617,228,36.45
ZA,Product-1618,171,62.81
MA,Product-1619,760,35.24
NG,Product-1620,867,4.66
GH,Product-1621,296,18.64
KE,Product-1622,201,46.10
ZA,Product-1623,348,1.13
MA,Product-1624,151,71.90
NG,Product-1625,629,45.52
GH,Product-1626,600,2.49
KE,Product-1627,669,32.86
ZA,Product-1628,272,87.99
MA,Product-1629,313,64.25
NG,Product-1630,543,73.10
GH,Product-1631,938,83.74
KE,Product-1632,642,87.24
ZA,Product-1633,529,24.76
MA,Product-1634,80,10.12
NG,Product-1635,106,61.02
GH,Product-1636,917,65.35
KE,Product-1637,185,39.02
ZA,Product-1638,802,30.94
MA,Product-1639,485,65.56
NG,Product-1640,726,98.43
GH,Product-1641,380,37.04
KE,Product-1642,391,58.32
ZA,Product-1643,405,74.77
MA,Product-1644,21,45.86
NG,Product-1645,622,32.98
GH,Product-1646,348,61.54
KE,Product-1647,577,8.32
ZA,Product-1648,876,34.40
MA,Product-1649,290,36.57
NG,Product-1650,657,10.25
GH,Product-1651,102,75.65
KE,Product-1652,230,86.76
ZA,Product-1653,159,38.26
MA,Product-1654,644,31.89
NG,Product-1655,896,28.27
GH,Product-1656,706,43.03
KE,Product-1657,173,47.19
ZA,Product-1658,886,58.00
MA,Product-1659,861,60.51
NG,Product-1660,532,65.67
GH,Product-1661,34,28.02
KE,Product-1662,445,54.29
ZA,Product-1663,53,74.93
MA,Product-1664,509,22.70
NG,Product-1665,934,9.21
GH,Product-1666,581,50.96
KE,Product-1667,619,52.86
ZA,Product-1668,840,31.47
MA,Product-1669,166,9.51
NG,Product-1670,670,86.65
GH,Product-1671,67,34.96
KE,Product-1672,231,18.98
ZA,Product-1673,311,33.32
MA,Product-1674,533,38.71
NG,Product-1675,404,97.47
GH,Product-1676,275,58.83
KE,Product-1677,36,0.39
ZA,Product-1678,440,94.14
MA,Product-1679,933,57.98
NG,Product-1680,825,25.83
GH,Product-1681,832,77.77
KE,Product-1682,678,98.97
ZA,Product-1683,624,0.80
MA,Product-1684,439,47.74
NG,Product-1685,644,64.27
GH,Product-1686,894,77.47
KE,Product-1687,888,51.45
ZA,Product-1688,170,5.02
MA,Product-1689,32,66.13
NG,Product-1690,71,58.08
GH,Product-1691,871,85.14
KE,Product-1692,469,62.51
ZA,Product-1693,918,33.24
MA,Product-1694,294,45.55
NG,Product-1695,603,64.88
GH,Product-1696,467,99.25
KE,Product-1697,121,9.35
ZA,Product-1698,812,71.02
MA,Product-1699,89,83.67
NG,Product-1700,504,78.15
GH,Product-1701,441,68.51
KE,Product-1702,603,3.95
ZA,Product-1703,663,12.73
MA,Product-1704,743,38.22
NG,Product-1705,124,36.16
GH,Product-1706,630,48.20
KE,Product-1707,217,74.61
ZA,Product-1708,484,47.00
MA,Product-1709,624,36.90
NG,Product-1710,719,11.40
GH,Product-1711,549,40.87
KE,Product-1712,47,55.75
ZA,Product-1713,665,75.83
MA,Product-1714,798,61.78
NG,Product-1715,239,82.91
GH,Product-1716,533,61.49
KE,Product-1717,89,28.34
ZA,Product-1718,513,42.95
MA,Product-1719,896,28.39
NG,Product-1720,539,52.55
GH,Product-1721,1,6.09
KE,Product-1722,316,81.30
ZA,Product-1723,910,89.21
MA,Product-1724,672,8.41
NG,Product-1725,926,90.54
GH,Product-1726,640,34.55
KE,Product-1727,119,14.59
ZA,Product-1728,426,56.87
MA,Product-1729,338,12.59
NG,Product-1730,406,47.37
GH,Product-1731,970,66.99
KE,Product-1732,452,23.87
ZA,Product-1733,233,15.04
MA,Product-1734,506,5.90
NG,Product-1735,748,86.09
GH,Product-1736,638,38.81
KE,Product-1737,876,65.76
ZA,Product-1738,221,0.40
MA,Product-1739,204,27.86
NG,Product-1740,764,88.16
GH,Product-1741,246,68.03
KE,Product-1742,528,83.48
ZA,Product-1743,774,45.05
MA,Product-1744,374,15.82
NG,Product-1745,540,41.39
GH,Product-1746,452,79.53
KE,Product-1747,799,97.39
ZA,Product-1748,264,33.54
MA,Product-1749,540,0.93
NG,Product-1750,521,38.78
GH,Product-1751,294,10.82
KE,Product-1752,547,63.63
ZA,Product-1753,756,15.22
MA,Product-1754,927,7.91
NG,Product-1755,851,5.25
GH,Product-1756,942,5.27
KE,Product-1757,849,71.13
ZA,Product-1758,135,74.09
MA,Product-1759,864,18.81
NG,Product-1760,567,93.69
GH,Product-1761,977,12.68
KE,Product-1762,21,15.88
ZA,Product-1763,565,73.89
MA,Product-1764,619,81.66
NG,Product-1765,818,80.26
GH,Product-1766,516,85.90
KE,Product-1767,795,2.73
ZA,Product-1768,437,60.38
MA,Product-1769,507,44.58
NG,Product-1770,624,33.98
GH,Product-1771,262,49.90
KE,Product-1772,729,67.96
ZA,Product-1773,821,59.73
MA,Product-1774,598,66.33
NG,Product-1775,145,21.93
GH,Product-1776,179,16.81
KE,Product-1777,596,45.41
ZA,Product-1778,798,13.89
MA,Product-1779,966,30.94
NG,Product-1780,904,27.09
GH,Product-1781,356,66.57
KE,Product-1782,827,96.16
ZA,Product-1783,840,50.18
MA,Product-1784,541,14.97
NG,Product-1785,626,64.96
GH,Product-1786,5,50.08
